EMPRESA;PLACA;INTERNO;TIPO BUS;TIPO FLOTA;MARCA CHASIS;TERMINAL;TIEMPO
US2;LBTS92;6043;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LBTS94;6045;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LBTS95;6046;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LBTS96;6047;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LBTT15;6056;B2;FR;MERCEDES BENZ;JUANITA;60
US2;LBTT16;6057;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LBTT17;6058;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LBTT18;6059;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LBTT21;6062;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LBTT23;6064;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LBTT24;6065;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LCPG31;6067;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LCPG34;6070;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LCPG36;6072;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LCPG37;6073;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LCPG38;6074;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LCPG39;6075;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LCPG40;6076;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LCPG42;6078;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LCPG43;6079;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LCPG44;6080;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LCPG45;6081;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LCPG49;6085;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LCPG50;6086;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LCPG51;6087;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LCPG52;6088;B2;FOB;MERCEDES BENZ;JUANITA;60
US2;LCTG23;7000;BE;FR;YUTONG;JUANITA;45
US2;LCTG24;7001;BE;FOB;YUTONG;JUANITA;45
US2;LCTG25;7002;BE;FOB;YUTONG;JUANITA;45
US2;LCTG26;7003;BE;FOB;YUTONG;JUANITA;45
US2;LCTG27;7004;BE;FOB;YUTONG;JUANITA;45
US2;LCTG28;7005;BE;FOB;YUTONG;JUANITA;45
US2;LCTG29;7006;BE;FOB;YUTONG;JUANITA;45
US2;LCTG30;7007;BE;FOB;YUTONG;JUANITA;45
US2;LCTG31;7008;BE;FOB;YUTONG;JUANITA;45
US2;LCTG32;7009;BE;FOB;YUTONG;JUANITA;45
US2;LCTG33;7010;BE;FOB;YUTONG;JUANITA;45
US2;LCTG34;7011;BE;FOB;YUTONG;JUANITA;45
US2;LCTG35;7012;BE;FOB;YUTONG;JUANITA;45
US2;LCTG36;7013;BE;FOB;YUTONG;JUANITA;45
US2;LCTG37;7014;BE;FOB;YUTONG;JUANITA;45
US2;LCTG38;7015;BE;FOB;YUTONG;JUANITA;45
US2;LCTG39;7016;BE;FOB;YUTONG;JUANITA;45
US2;LCTG40;7017;BE;FOB;YUTONG;JUANITA;45
US2;LCTG41;7018;BE;FOB;YUTONG;JUANITA;45
US2;LCTG42;7019;BE;FOB;YUTONG;JUANITA;45
US2;LCTG43;7020;BE;FOB;YUTONG;JUANITA;45
US2;LCTG44;7021;BE;FOB;YUTONG;JUANITA;45
US2;LCTG45;7022;BE;FOB;YUTONG;JUANITA;45
US2;LCTG46;7023;BE;FOB;YUTONG;JUANITA;45
US2;LCTG47;7024;BE;FOB;YUTONG;JUANITA;45
US2;SPZX43;7025;BE;FR;FOTON;JUANITA;45
US2;SPZX52;7028;BE;FR;FOTON;JUANITA;45
US2;SPZX70;7040;BE;FR;FOTON;JUANITA;45
US2;SPZY41;7071;BE;FOB;FOTON;JUANITA;45
US2;SPZY68;7094;BE;FOB;FOTON;JUANITA;45
US2;SRVJ10;7108;BE;FOB;FOTON;JUANITA;45
US2;SRVF74;7121;BE;FR;FOTON;JUANITA;45
US2;SRVF76;7122;BE;FR;FOTON;JUANITA;45
US2;SRVF79;7123;BE;FR;FOTON;JUANITA;45
US2;SRVF81;7124;BE;FR;FOTON;JUANITA;45
US2;SRVF83;7125;BE;FR;FOTON;JUANITA;45
US2;SRVF84;7126;BE;FOB;FOTON;JUANITA;45
US2;SRVF90;7127;BE;FOB;FOTON;JUANITA;45
US2;SRVF96;7128;BE;FOB;FOTON;JUANITA;45
US2;SRVG10;7129;BE;FOB;FOTON;JUANITA;45
US2;SRVG25;7130;BE;FOB;FOTON;JUANITA;45
US2;SRVG32;7131;BE;FOB;FOTON;JUANITA;45
US2;SRVG44;7132;BE;FOB;FOTON;JUANITA;45
US2;SRVG48;7133;BE;FOB;FOTON;JUANITA;45
US2;SRVG49;7134;BE;FOB;FOTON;JUANITA;45
US2;SRVG53;7135;BE;FOB;FOTON;JUANITA;45
US2;SRVG65;7136;BE;FOB;FOTON;JUANITA;45
US2;SRVG68;7137;BE;FOB;FOTON;JUANITA;45
US2;SRVG70;7138;BE;FOB;FOTON;JUANITA;45
US2;SRVG76;7139;BE;FOB;FOTON;JUANITA;45
US2;SRVG77;7140;BE;FOB;FOTON;JUANITA;45
US2;SRVG81;7141;BE;FOB;FOTON;JUANITA;45
US2;SRVG83;7142;BE;FOB;FOTON;JUANITA;45
US2;SRVG86;7143;BE;FOB;FOTON;JUANITA;45
US2;SRVG88;7144;BE;FOB;FOTON;JUANITA;45
US2;SRVG91;7145;BE;FOB;FOTON;JUANITA;45
US2;SRVG92;7146;BE;FOB;FOTON;JUANITA;45
US2;SRVG94;7147;BE;FOB;FOTON;JUANITA;45
US2;SRVG98;7148;BE;FOB;FOTON;JUANITA;45
US2;SRVH10;7149;BE;FOB;FOTON;JUANITA;45
US2;SRVH11;7150;BE;FOB;FOTON;JUANITA;45
US2;SRVH13;7151;BE;FOB;FOTON;JUANITA;45
US2;SRVH19;7152;BE;FOB;FOTON;JUANITA;45
US2;SRVH22;7153;BE;FOB;FOTON;JUANITA;45
US2;SRVH45;7154;BE;FOB;FOTON;JUANITA;45
US2;SRVH71;7155;BE;FOB;FOTON;JUANITA;45
US2;SRVH73;7156;BE;FOB;FOTON;JUANITA;45
US2;SRVJ34;7157;BE;FOB;FOTON;JUANITA;45
US2;SRVJ39;7158;BE;FOB;FOTON;JUANITA;45
US2;SRVJ43;7159;BE;FOB;FOTON;JUANITA;45
US2;SRVJ55;7160;BE;FOB;FOTON;JUANITA;45
US2;SRVJ64;7161;BE;FOB;FOTON;JUANITA;45
US2;SRVJ78;7162;BE;FOB;FOTON;JUANITA;45
US2;SRVJ82;7163;BE;FOB;FOTON;JUANITA;45
US2;SRVJ90;7164;BE;FOB;FOTON;JUANITA;45
US2;SRVK11;7165;BE;FOB;FOTON;JUANITA;45
US2;SRVK42;7166;BE;FOB;FOTON;JUANITA;45
US2;SRVK61;7167;BE;FOB;FOTON;JUANITA;45
US2;SRVK90;7168;BE;FOB;FOTON;JUANITA;45
US2;SRVK97;7169;BE;FOB;FOTON;JUANITA;45
US2;SRVL11;7170;BE;FOB;FOTON;JUANITA;45
US2;SRVL15;7171;BE;FOB;FOTON;JUANITA;45
US2;SRVL21;7172;BE;FOB;FOTON;JUANITA;45
US2;SRVL24;7173;BE;FOB;FOTON;JUANITA;45
US2;SRVL25;7174;BE;FOB;FOTON;JUANITA;45
US2;SRVL35;7175;BE;FOB;FOTON;JUANITA;45
US2;SRVL40;7176;BE;FOB;FOTON;JUANITA;45
US2;SRVL45;7177;BE;FOB;FOTON;JUANITA;45
US2;SRVL72;7178;BE;FOB;FOTON;JUANITA;45
US2;SRVL75;7179;BE;FOB;FOTON;JUANITA;45
US2;SRVL78;7180;BE;FOB;FOTON;JUANITA;45
US2;STHC57;7181;BE;FOB;FOTON;JUANITA;45
US2;STHC95;7182;BE;FOB;FOTON;JUANITA;45
US2;STHD12;7183;BE;FOB;FOTON;JUANITA;45
US2;STHD50;7184;BE;FOB;FOTON;JUANITA;45
US2;STHD26;7185;BE;FOB;FOTON;JUANITA;45
US2;STHF36;7186;BE;FOB;FOTON;JUANITA;45
US2;STHF56;7187;BE;FOB;FOTON;JUANITA;45
US2;STHF57;7188;BE;FOB;FOTON;JUANITA;45
US2;STHF67;7189;BE;FOB;FOTON;JUANITA;45
US2;STHF69;7190;BE;FOB;FOTON;JUANITA;45
