Total;Oct;Nov.;INTERNO;INTERNO;TERMINAL;21-oct;22-oct;23-oct;24-oct;25-oct;26-oct;27-oct;28-oct;29-oct;30-oct;31-oct;01-nov;02-nov;03-nov;04-nov;05-nov;06-nov;07-nov;08-nov;09-nov;10-nov;11-nov;12-nov;13-nov;14-nov;15-nov;16-nov;17-nov;18-nov;19-nov;20-nov;21-nov;22-nov;23-nov;24-nov;25-nov;26-nov
0;0;0;4066;SJPF88;CONDELL;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;;;;;;
1;0;1;4068;SJPF86;CONDELL;;;;;;;;;;;;;;;;;FULL;BARRIDO/MOPA;;;;;EXTERNO/EXPRESS;;BARRIDO/MOPA;;EXTERNO/EXPRESS;EXTERNO/EXPRESS;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;
4;0;4;5001;SHCX61;A. LUCO;;;;;;;;;;;;;;;;FULL;;FULL;;;;;;;;;;;FULL;FULL;;;;;;;
2;1;1;5002;SHCX44;A. LUCO;FULL;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;FULL;;;;;;;;;BARRIDO;;;;;;;;;
4;1;3;5003;SHCY41;A. LUCO;;FULL;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;FULL;;;;FULL;;BARRIDO;;BARRIDO;FULL;;;;;;
2;0;2;5004;SHCY56;A. LUCO;;;;;;;;;;;;;;;;;FULL;;;;;;;;FULL;;;BARRIDO;;;;;;;;;
1;0;1;5005;SHXF37;A. LUCO;;;;;;;;;;;;;;;FULL;;;;;;;;;;;;;;;;;;;;;;
3;2;1;5023;TPWW72;A. LUCO;FULL;;;FULL;;;;;;;;;;;;;;;;FULL;;;;;;;;;;;;;;;;;
5;3;2;6000;FLXR78;A. LUCO;FULL;FULL;;;;;;FULL;;;;;;;BARRIDO/MOPA;;;;FULL;BARRIDO/MOPA;;FULL;;;;;;BARRIDO;;;;BARRIDO;;;;;
1;1;0;6001;FLXR79;A. LUCO;FULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;0;4;6002;FLXR80;A. LUCO;;;;;;;;;;;;;;;FULL;;;FULL;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;FULL;BARRIDO;;FULL;;;;;;;
5;3;2;6003;FLXR81;A. LUCO;FULL;;;FULL;FULL;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;FULL;;;;;FULL;;;;;;;;
7;2;5;6004;FLXR82;A. LUCO;;FULL;;;;;;FULL;;;;;;;;FULL;FULL;;FULL;;;;;;;;;BARRIDO;FULL;;;BARRIDO/MOPA;FULL;;;;
2;1;1;6005;FLXR83;A. LUCO;FULL;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;;;BARRIDO;FULL;;;;;;;;
2;0;2;6006;FLXR84;A. LUCO;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;FULL;BARRIDO;;;;BARRIDO;;;;;FULL;;;;
2;2;0;6007;FLXR85;A. LUCO;;;;FULL;FULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;2;3;6008;FLXR86;A. LUCO;;FULL;;;;;;FULL;;;;;;;BARRIDO/MOPA;FULL;;;BARRIDO/MOPA;;;;BARRIDO/MOPA;;FULL;;;BARRIDO;;;FULL;;;;;;
5;2;3;6009;FLXR87;A. LUCO;FULL;;;FULL;;;;;;;;;;;;;;;;;;;FULL;;FULL;;;BARRIDO;;;FULL;;;;;;
3;3;0;6010;FLXR88;A. LUCO;;FULL;;;;;;FULL;;;FULL;;;;;;;;;;;;;;;;;;;;;;;;;;
6;1;5;6011;FLXR89;A. LUCO;;;;;FULL;;;;;;;FULL;;;;FULL;;BARRIDO/MOPA;;BARRIDO/MOPA;;FULL;;;;FULL;;BARRIDO;BARRIDO;;FULL;;;;;;
4;1;3;6012;FLXR90;A. LUCO;FULL;;;;;;;;;;;;;;;FULL;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;FULL;;;BARRIDO;;;;FULL;;;;;
6;3;3;6013;FLXR91;A. LUCO;FULL;;;FULL;FULL;;;;;;;;;;;FULL;;BARRIDO/MOPA;;;;;;FULL;;;;;;;;FULL;;;;;
7;3;4;6014;FLXR92;A. LUCO;;FULL;;;;;;FULL;;;FULL;;;;;FULL;;BARRIDO/MOPA;;;;FULL;;;FULL;FULL;;BARRIDO;BARRIDO/MOPA;;;;;;;;
5;1;4;6015;FLXR93;A. LUCO;;;;;;;;;;FULL;;FULL;;;;;;BARRIDO/MOPA;;;;;FULL;;;;;BARRIDO/MOPA;;FULL;FULL;;;;;;
3;1;2;6016;FLXR73;A. LUCO;;;;FULL;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO/MOPA;;FULL;;;;;;BARRIDO;BARRIDO;FULL;;;;;;;
8;5;3;6017;FLXR74;A. LUCO;FULL;FULL;;FULL;FULL;;;FULL;;;;;;;;;;;FULL;;;;BARRIDO/MOPA;;;;;;FULL;;;FULL;BARRIDO;;;;
5;3;2;6018;FLXR75;A. LUCO;;FULL;;;;;;FULL;;;FULL;;;;;FULL;;;;;;;;FULL;;;;BARRIDO;BARRIDO;;;;;;;;
4;0;4;6019;FLXR76;A. LUCO;;;;;;;;;;;;FULL;;;;;;;;;;;FULL;FULL;;;;BARRIDO;;;;;FULL;;;;
4;2;2;6093;SHCW61;A. LUCO;FULL;;;;FULL;;;;;;;;;;;FULL;;;;;;;;FULL;;;;;;;;;;;;;
3;2;1;6096;SHCW64;A. LUCO;;;;FULL;FULL;;;;;;;;;;;;;;;;;;;;;FULL;;BARRIDO;;;;;;;;;
5;3;2;6101;SHCW71;A. LUCO;;FULL;;;;;;FULL;;;FULL;;;;FULL;;BARRIDO/MOPA;;;;;FULL;;;;;;BARRIDO;;;;;;;;;
4;1;3;6104;SHCW75;A. LUCO;;;FULL;;;;;;;;;FULL;;;;;;;;;;;;FULL;;;;BARRIDO;;;FULL;;;;;;
1;1;0;6105;SHCW76;A. LUCO;;;;FULL;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;;;
6;4;2;6106;SHCW77;A. LUCO;;FULL;;;FULL;;;FULL;;;FULL;;;;;;;;;;;FULL;FULL;;;;;BARRIDO;;;;;;;;;
4;2;2;6108;SHCW79;A. LUCO;FULL;;;;;;;;;;FULL;FULL;;;;;;;;;;;;FULL;;;;BARRIDO;;;;;;;;;
4;1;3;6111;SHCX26;A. LUCO;;;FULL;;;;;;;;;FULL;;;;FULL;;;;;;FULL;BARRIDO/MOPA;;;;;;;;;;;;;;
6;1;5;6112;SHCX27;A. LUCO;;;;;FULL;;;;;;;;;;FULL;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;FULL;;;FULL;BARRIDO;FULL;;;FULL;;;;;
4;0;4;6114;SHCX29;A. LUCO;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;FULL;;;;FULL;;;FULL;;BARRIDO;;FULL;;;;;;;
6;2;4;6115;SHCX30;A. LUCO;;;;FULL;;;;;;;FULL;;;;FULL;;;BARRIDO/MOPA;FULL;;;;;;;FULL;;BARRIDO;;;;FULL;;;;;
6;3;3;6116;SHCX31;A. LUCO;;FULL;FULL;;;;;FULL;;;;FULL;;;;;;;;;;;FULL;;;;;BARRIDO;;;;FULL;;;;;
3;0;3;6119;SHCX34;A. LUCO;;;;;;;;;;;;;;;;;;;;FULL;;;;;FULL;;FULL;BARRIDO;;;;;;;;;
3;1;2;6120;SHCX35;A. LUCO;;;FULL;;;;;;;;;;;;FULL;;;;;;;;;FULL;;;;;;;;;;;;;
3;1;2;6122;SHXD87;A. LUCO;;;;;FULL;;;;;;;;;;FULL;;;;;;;;;;FULL;;;;;;;;;;;;
3;0;3;6124;SHXD90;A. LUCO;;;;;;;;;;;;;;;;;FULL;;;;;FULL;;;;;;BARRIDO;FULL;;;;;;;;
3;0;3;6125;SHXD91;A. LUCO;;;;;;;;;;;;;;;;;FULL;;;FULL;;;;;FULL;;;BARRIDO;;;;;;;;;
2;1;1;6127;SHXD93;A. LUCO;;;FULL;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;FULL;;BARRIDO;;;;;;;;;
3;0;3;6128;SHXD94;A. LUCO;;;;;;;;;;;;;;;;;;;;;;FULL;;;;;;BARRIDO;;;FULL;FULL;BARRIDO/MOPA;;;;
4;0;4;6129;SHXD95;A. LUCO;;;;;;;;;;;;;;;;;FULL;;;FULL;;;;;;FULL;;;;;;;FULL;;;;
4;1;3;6130;SHXF21;A. LUCO;;;FULL;;;;;;;;;;;;FULL;;;FULL;;;;;;;;;;BARRIDO;;FULL;;;;;;;
2;1;1;6131;SHXF42;A. LUCO;;;FULL;;;;;;;;;;;;;;FULL;;;;;;;;;;;BARRIDO;;;;;;;;;
3;0;3;6132;SHXF43;A. LUCO;;;;;;;;;;;;;;;;;;;FULL;;;;;;FULL;;FULL;BARRIDO;;;;;;;;;
3;0;3;6133;SHXF44;A. LUCO;;;;;;;;;;;;;;;FULL;;;BARRIDO/MOPA;;;;;;;;;;FULL;;;;;FULL;;;;
3;0;3;6134;SHXG18;A. LUCO;;;;;;;;;;;;;;;;;;FULL;;FULL;;;;FULL;;;;BARRIDO;;;;;;;;;
2;1;1;6135;SHXG90;A. LUCO;;;FULL;;;;;;;;;;;;;;;;FULL;;;;;;;;;;;;;;;;;;
2;0;2;6136;SHXG91;A. LUCO;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;FULL;;;;;;;FULL;;;;;;;;
1;1;0;6139;SHXG94;A. LUCO;;FULL;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;;;;;
3;1;2;6141;SJPC31;A. LUCO;;;FULL;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;FULL;;;;;BARRIDO;;;;;FULL;;;;
5;0;5;6142;SJPC33;A. LUCO;;;;;;;;;;;;;;;FULL;;;;;FULL;;;FULL;;;;FULL;BARRIDO;;;;;FULL;;;;
4;0;4;6143;SJPC34;A. LUCO;;;;;;;;;;;;;;;;;;;FULL;FULL;;;;;;;;BARRIDO;;;FULL;FULL;;;;;
4;0;4;6153;SKPP55;A. LUCO;;;;;;;;;;;;;;;FULL;;FULL;;;;;;FULL;;;;;;;;FULL;;;;;;
3;0;3;6155;SHXD86;A. LUCO;;;;;;;;;;;;;;;;;;;;;;;;;FULL;;FULL;BARRIDO;;;FULL;;;;;;
2;0;2;6156;SHXF20;A. LUCO;;;;;;;;;;;;;;;;;;;;;;FULL;;;;;FULL;BARRIDO;;;;;;;;;
3;2;1;6157;SHXF41;A. LUCO;;;FULL;;;;;FULL;;;;;;;;;;;;;;;;FULL;;;;;;;BARRIDO;;;;;;
1;0;1;6160;SKPH71;A. LUCO;;;;;;;;;;;;;;;;;;;;;;;;FULL;;;;;;;;;;;;;
3;0;3;1006;SHCY36;STA MARTA;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;FULL;BARRIDO;;;;;;;BARRIDO;;FULL;BARRIDO/MOPA;;FULL;;
0;0;0;1007;SHCY37;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO;;BARRIDO/MOPA;BARRIDO;BARRIDO/MOPA;BARRIDO/MOPA;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;
0;0;0;1014;SHCY51;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;BARRIDO;BARRIDO;;BARRIDO;;BARRIDO/MOPA;;;BARRIDO;;;;;BARRIDO/MOPA;;
1;0;1;1016;SHCY16;STA MARTA;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO;BARRIDO;;;;;;;;;FULL;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;
0;0;0;1017;SHCY35;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO/MOPA;;BARRIDO;BARRIDO;BARRIDO;;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;
1;1;0;1024;SHCX43;STA MARTA;FULL;;;;;;;;;;;;;;;;;;;;;BARRIDO;BARRIDO;;BARRIDO;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
1;1;0;1025;SHCY59;STA MARTA;FULL;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;;;;BARRIDO;;;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;
1;1;0;1026;SHCX54;STA MARTA;FULL;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;BARRIDO;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;
1;1;0;1027;SHCY58;STA MARTA;FULL;;;;;;;;;;;;;;;;;;;;;BARRIDO;BARRIDO;BARRIDO;BARRIDO;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
1;0;1;1030;SHXF23;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;FULL;;;;;;BARRIDO/MOPA;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
2;1;1;1031;SHCY64;STA MARTA;;;FULL;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO;;BARRIDO;BARRIDO;;;BARRIDO/MOPA;;;FULL;;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO/MOPA;
1;1;0;1032;SHCY57;STA MARTA;;;;;FULL;;;;;;;;;;;;;;;;;BARRIDO;BARRIDO;BARRIDO/MOPA;BARRIDO;;BARRIDO/MOPA;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;
0;0;0;1033;SHXF45;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;;;BARRIDO;BARRIDO;;;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO/MOPA;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
1;1;0;1034;SHXF19;STA MARTA;FULL;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO;;BARRIDO/MOPA;;;BARRIDO/MOPA;;;BARRIDO;;;;;BARRIDO/MOPA;BARRIDO/MOPA;
1;0;1;1035;SJPB20;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;BARRIDO/MOPA;;BARRIDO;BARRIDO;FULL;;BARRIDO/MOPA;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;
2;0;2;1036;SJPC30;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;FULL;FULL;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
5;2;3;2000;FLXS43;STA MARTA;;;;;FULL;;;;;;FULL;;;;;;;;FULL;FULL;;BARRIDO;BARRIDO;BARRIDO;FULL;;;BARRIDO;;BARRIDO;;;;;BARRIDO/MOPA;BARRIDO/MOPA;
6;3;3;2001;FLXS44;STA MARTA;FULL;;FULL;;;;;;;;FULL;;;;;;;EXTERNO/EXPRESS;;;BARRIDO/MOPA;FULL;;;;BARRIDO/MOPA;FULL;;;;;FULL;;;BARRIDO/MOPA;;
2;1;1;2002;FLXS45;STA MARTA;FULL;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;;;;;FULL;;;;;;;;BARRIDO/MOPA;;
3;2;1;2003;FLXS46;STA MARTA;FULL;FULL;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO;;FULL;BARRIDO/MOPA;;;;;;;;;;;;;BARRIDO/MOPA;;
2;0;2;2004;FLXS47;STA MARTA;;;;;;;;;;;;;;;;;;;;;FULL;;;;;;;;FULL;;;;;;BARRIDO/MOPA;;
1;0;1;2005;FLXS48;STA MARTA;;;;;;;;;;;;;;;;;;;;;;BARRIDO;BARRIDO;BARRIDO;;;FULL;;BARRIDO/MOPA;;BARRIDO/MOPA;;;;BARRIDO/MOPA;;
1;0;1;2006;FLXS49;STA MARTA;;;;;;;;;;;;;;;;;;;;;FULL;;BARRIDO;;;;;;;;;;;;BARRIDO/MOPA;;
2;0;2;2007;FLXS50;STA MARTA;;;;;;;;;;;;;;;;;;FULL;BARRIDO;;;;;;;BARRIDO/MOPA;FULL;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;
1;0;1;2008;FLXS51;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;BARRIDO;;FULL;;;;;;;;BARRIDO/MOPA;;
2;1;1;2009;FLXS52;STA MARTA;;FULL;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO;BARRIDO;;;;FULL;;;;;;;;BARRIDO/MOPA;;
1;0;1;2010;FLXS53;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;;;;;;FULL;BARRIDO;;BARRIDO;;;;;;BARRIDO/MOPA;
2;0;2;2011;FLXS54;STA MARTA;;;;;;;;;;;;;;;;;;;FULL;;FULL;BARRIDO;;;;;;;;BARRIDO;;;;;BARRIDO/MOPA;;
1;0;1;2012;FLXS55;STA MARTA;;;;;;;;;;;;;;;;;;;;FULL;;;;;;;;BARRIDO;;;;;;;BARRIDO/MOPA;;
1;0;1;2013;FLXS56;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;FULL;BARRIDO;;;;;;;;;
2;0;2;2014;FLXS57;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;FULL;;;FULL;;;;;;;BARRIDO/MOPA;;
1;0;1;2015;FLXS58;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;BARRIDO/MOPA;;;;;;;;BARRIDO/MOPA;;FULL;;
2;0;2;2016;FLXS59;STA MARTA;;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;;;FULL;;;FULL;;;;;;;BARRIDO/MOPA;;
0;0;0;2017;FLXS60;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;1;2018;FLXS61;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;FULL;;;;;;;;;
0;0;0;2019;FLXS62;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;0;2;2020;FLXS63;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;FULL;;;BARRIDO;;;;;;;FULL;BARRIDO/MOPA;;;;BARRIDO/MOPA;;
2;1;1;2021;FLXP83;STA MARTA;;;FULL;;;;;;;;;;;;;;;;;;FULL;BARRIDO;;;;BARRIDO/MOPA;;;;;;;;;;;
1;0;1;2022;FLXP84;STA MARTA;;;;;;;;;;;;;;;;;;;;FULL;;BARRIDO;;;;;;BARRIDO;;;;;;;BARRIDO/MOPA;;
3;1;2;2023;FLXP85;STA MARTA;;;;;;;;FULL;;;;;;;;;;;;BARRIDO/MOPA;FULL;FULL;;;;;;BARRIDO;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
1;0;1;2024;FLXP86;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO;;;;FULL;;;;;;;BARRIDO/MOPA;;
2;1;1;2025;FLXP87;STA MARTA;;;;;FULL;;;;;;;;;;;;;;BARRIDO/MOPA;FULL;;;;;;;;;;;;;;;;;
1;0;1;2026;FLXP66;STA MARTA;;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;FULL;;;;;;BARRIDO/MOPA;;;;;;;;;;
0;0;0;2027;FLXP67;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;0;1;2028;FLXP68;STA MARTA;;;;;;;;;;;;;;;;;;;;;FULL;;;;;;;;;BARRIDO;;;;;BARRIDO/MOPA;;
2;0;2;2029;FLXP69;STA MARTA;;;;;;;;;;;;;;;;;;FULL;;;;;;;;BARRIDO/MOPA;;;;;;;;;FULL;;
2;0;2;2030;FLXP70;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;FULL;;BARRIDO;;;;;;FULL;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;;
1;0;1;2031;FLXP71;STA MARTA;;;;;;;;;;;;;;;;;;;;FULL;;;;;;;;;;;;;;;BARRIDO/MOPA;;
2;1;1;2032;FLXP72;STA MARTA;;;;FULL;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;;;;;;FULL;BARRIDO/MOPA;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
1;0;1;2033;FLXP73;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;EXTERNO/EXPRESS;;;;;;;;;FULL;;;;;;;;;
2;1;1;2034;FLXP75;STA MARTA;;;;;;;;;FULL;;;;;;;;;;;;;;;;;;;;;;;;;;FULL;;
0;0;0;2035;FLXP76;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1;1;2036;FLXP77;STA MARTA;;;;;;;;;FULL;;;;;;;;;;;FULL;;BARRIDO;;;;;;;;;;;;;BARRIDO/MOPA;;
1;0;1;2037;FLXP78;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;FULL;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
4;2;2;2038;FLXP79;STA MARTA;;;;;;;;;;FULL;FULL;;;;;;;;barrido;;;;;;FULL;;;;BARRIDO/MOPA;;;;;;FULL;;
3;2;1;2039;FLXP80;STA MARTA;;;;;;;;;FULL;;FULL;;;;;;;;;;;BARRIDO;;;;;;FULL;;;;;;;BARRIDO/MOPA;;
2;1;1;2040;FLXP81;STA MARTA;;;;;;;;;;;FULL;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;FULL;;
1;1;0;2041;FLXP82;STA MARTA;;;;;;;;;;;FULL;;;;;;;;;;;;;;;;;;;;;;;;;;
0;0;0;2057;LXDH99;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1;1;2060;LXDJ12;STA MARTA;;;;;FULL;;;;;;;;;;;;;;;;BARRIDO/MOPA;FULL;;;;;BARRIDO/MOPA;;;;;;;;BARRIDO/MOPA;;
1;0;1;2061;LXDJ13;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;FULL;BARRIDO/MOPA;BARRIDO/MOPA;;;;;;;;;BARRIDO/MOPA;;
1;1;0;2062;LXDJ14;STA MARTA;;;;;;;;;;FULL;;;;;;;;;;;;;;;BARRIDO;;;;;;;;;;;;
1;1;0;2063;LXDJ15;STA MARTA;;;FULL;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO;;;;;BARRIDO/MOPA;;;;;;;;BARRIDO/MOPA;;
1;0;1;2067;LXDJ19;STA MARTA;;;;;;;;;;;;;;;;;;FULL;;;BARRIDO/MOPA;;BARRIDO/MOPA;;;;BARRIDO/MOPA;;;;;;;;BARRIDO/MOPA;;
0;0;0;2068;LXDJ20;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;
1;0;1;2097;LDJW34;STA MARTA;;;;;;;;;;;;;;;;BARRIDO;;;BARRIDO;;;;;;BARRIDO;BARRIDO;BARRIDO/MOPA;BARRIDO;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO;BARRIDO/MOPA;;FULL;;
3;1;2;2098;LDJW35;STA MARTA;;;FULL;;;;;;;;;;;;;BARRIDO;BARRIDO;;;;;;BARRIDO;BARRIDO;BARRIDO;BARRIDO;BARRIDO/MOPA;;;FULL;BARRIDO/MOPA;;BARRIDO/MOPA;;FULL;;
2;2;0;2099;LDJW36;STA MARTA;;;;;;;;FULL;;FULL;;;;;;BARRIDO;BARRIDO;;;;;BARRIDO/MOPA;;BARRIDO;BARRIDO;BARRIDO;BARRIDO/MOPA;BARRIDO;;BARRIDO;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;
3;1;2;2100;LDJW37;STA MARTA;;;;;;;;;FULL;;;;;;;BARRIDO;BARRIDO;;BARRIDO;;BARRIDO/MOPA;;;;;;;;;FULL;BARRIDO;;;BARRIDO/MOPA;FULL;;
3;1;2;2101;LDJW38;STA MARTA;;;;;;;;FULL;;;;;;;BARRIDO;;BARRIDO;;BARRIDO;;;;;;BARRIDO;BARRIDO;;;FULL;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;FULL;;
2;2;0;2102;LDJW39;STA MARTA;;;;;;;;;FULL;FULL;;;;;BARRIDO;;BARRIDO;;;;;BARRIDO/MOPA;BARRIDO;BARRIDO;BARRIDO;;BARRIDO;;BARRIDO;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;
3;1;2;2103;LDJW40;STA MARTA;;FULL;;;;;;;;;;;;;;;BARRIDO;;BARRIDO;;FULL;;BARRIDO;;BARRIDO/MOPA;BARRIDO;BARRIDO;;BARRIDO;BARRIDO/MOPA;BARRIDO;BARRIDO;BARRIDO/MOPA;BARRIDO/MOPA;FULL;BARRIDO/MOPA;
1;1;0;2104;LDJW41;STA MARTA;;;;;;;;FULL;;;;;;;;;BARRIDO;;BARRIDO;;;BARRIDO/MOPA;;;BARRIDO/MOPA;BARRIDO;;BARRIDO;;BARRIDO;BARRIDO/MOPA;BARRIDO/MOPA;;;;;
3;2;1;2105;LDJW42;STA MARTA;;FULL;;;;;;;FULL;;;;;;;;;;;;;;EXTERNO/EXPRESS;;BARRIDO;;;;;;;;BARRIDO/MOPA;;FULL;BARRIDO/MOPA;
0;0;0;2106;LDJW43;STA MARTA;;;;;;;;;;;;;;;;;BARRIDO;;;;;BARRIDO/MOPA;;;BARRIDO;;;BARRIDO;;BARRIDO/MOPA;EXTERNO/EXPRESS;;;BARRIDO/MOPA;BARRIDO/MOPA;;
3;1;2;2107;LDJW44;STA MARTA;;;;;;;;FULL;;;;;;;;BARRIDO;;;BARRIDO;;BARRIDO/MOPA;;;BARRIDO;BARRIDO;;;BARRIDO;BARRIDO;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;FULL;;FULL;;
5;3;2;2108;LDJW45;STA MARTA;;FULL;;FULL;;;;;FULL;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO;BARRIDO;FULL;;BARRIDO;BARRIDO;BARRIDO/MOPA;BARRIDO/MOPA;;;;FULL;BARRIDO/MOPA;
0;0;0;2109;LDJW46;STA MARTA;;;;;;;;;;;;;;;;BARRIDO;BARRIDO;;BARRIDO;;;;BARRIDO;BARRIDO;BARRIDO/MOPA;BARRIDO;BARRIDO;BARRIDO;BARRIDO;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;;
2;1;1;2110;LDJW47;STA MARTA;;;;FULL;;;;;;;;;;;BARRIDO;BARRIDO;;;BARRIDO;;;;BARRIDO/MOPA;BARRIDO;BARRIDO;;;BARRIDO;;BARRIDO;BARRIDO;BARRIDO/MOPA;BARRIDO/MOPA;;FULL;BARRIDO/MOPA;
