DATOS;FULL;Oct.;INTERNO;INTERNO;TERMINAL;21-Oct;22-Oct;23-Oct;24-Oct;25-Oct;26-Oct;27-Oct;28-Oct;29-Oct;30-Oct;31-Oct;1-Nov;2-Nov;3-Nov;4-Nov;5-Nov;6-Nov;7-Nov;8-Nov;9-Nov;10-Nov;11-Nov;12-Nov;13-Nov;14-Nov;15-Nov;16-Nov;17-Nov;18-Nov;19-Nov
;0;0;4009;LDTG67;CONDELL;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;;BARRIDO/MOPA;;;;;
;0;0;4010;LFGJ89;CONDELL;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;;;;;BARRIDO/MOPA;
;0;0;4011;LFGJ90;CONDELL;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;;BARRIDO/MOPA;
;0;0;4012;LFGJ91;CONDELL;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;;BARRIDO/MOPA;;EXTERNO/EXPRESS;;;
;0;0;4013;LFGJ92;CONDELL;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;
;0;0;4014;LFGJ93;CONDELL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0;0;4015;LFGJ94;CONDELL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1;0;4016;LFGJ95;CONDELL;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;FULL;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;
;0;0;4018;LFGJ97;CONDELL;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO/MOPA;;;BARRIDO/MOPA;BARRIDO/MOPA;EXTERNO/EXPRESS;;;
;0;0;4019;LFGW21;CONDELL;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;;;;;;;
;0;0;4020;LFGW22;CONDELL;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;EXTERNO/EXPRESS;;;;;;EXTERNO/EXPRESS;
;0;0;4021;LFGW31;CONDELL;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;EXTERNO/EXPRESS;
;0;0;4022;LFGW32;CONDELL;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;;;EXTERNO/EXPRESS;;EXTERNO/EXPRESS;
;0;0;4023;LFGW33;CONDELL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0;0;4024;LFGW34;CONDELL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0;0;4031;SHXF25;CONDELL;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;EXTERNO/EXPRESS;;BARRIDO/MOPA;;;;EXTERNO/EXPRESS;
;0;0;4041;SHXG87;CONDELL;;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;
;2;0;4042;SJPC35;CONDELL;;;;;;;;;;;;;;;;;;;FULL;;;;FULL;;BARRIDO/MOPA;;EXTERNO/EXPRESS;;BARRIDO/MOPA;
;0;0;4051;SJPC50;CONDELL;;;;;;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;
;0;0;4056;SJPD73;CONDELL;;;;;;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;;;;;EXTERNO/EXPRESS;
;0;0;4066;SJPF88;CONDELL;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;
;1;0;4068;SJPF86;CONDELL;;;;;;;;;;;;;;;;;FULL;BARRIDO/MOPA;;;;;EXTERNO/EXPRESS;;BARRIDO/MOPA;;EXTERNO/EXPRESS;EXTERNO/EXPRESS;;
;;;A. LUCO;;FULL;12;12;10;10;10;0;0;11;0;1;7;7;0;0;11;10;7;4;9;7;0;12;10;12;10;8;7;1;0;0
;;;;;EXTERNO/EXPRESS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;;;;;BARRIDO/MOPA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;13;3;4;0;1;5;1;2;0;0;1;0;0
;;;;;TOTAL;12;12;10;10;10;0;0;11;0;1;7;7;0;0;13;10;11;17;12;11;0;13;15;13;12;8;7;2;0;0
;2;0;5001;SHCX61;A. LUCO;;;;;;;;;;;;;;;;FULL;;FULL;;;;;;;;;;;;
;2;1;5002;SHCX44;A. LUCO;FULL;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;FULL;;;;;;;;;BARRIDO;;
;3;1;5003;SHCY41;A. LUCO;;FULL;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;FULL;;;;FULL;;BARRIDO;;
;2;0;5004;SHCY56;A. LUCO;;;;;;;;;;;;;;;;;FULL;;;;;;;;FULL;;;BARRIDO;;
;1;0;5005;SHXF37;A. LUCO;;;;;;;;;;;;;;;FULL;;;;;;;;;;;;;;;
;3;2;5023;TPWW72;A. LUCO;FULL;;;FULL;;;;;;;;;;;;;;;;FULL;;;;;;;;;;
;5;3;6000;FLXR78;A. LUCO;FULL;FULL;;;;;;FULL;;;;;;;BARRIDO/MOPA;;;;FULL;BARRIDO/MOPA;;FULL;;;;;;BARRIDO;;
;1;1;6001;FLXR79;A. LUCO;FULL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3;0;6002;FLXR80;A. LUCO;;;;;;;;;;;;;;;FULL;;;FULL;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;FULL;BARRIDO;;
;4;3;6003;FLXR81;A. LUCO;FULL;;;FULL;FULL;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;FULL;;;;;;
;5;2;6004;FLXR82;A. LUCO;;FULL;;;;;;FULL;;;;;;;;FULL;FULL;;FULL;;;;;;;;;BARRIDO;;
;1;1;6005;FLXR83;A. LUCO;FULL;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;;;BARRIDO;;
;1;0;6006;FLXR84;A. LUCO;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;FULL;BARRIDO;;;;BARRIDO;;
;2;2;6007;FLXR85;A. LUCO;;;;FULL;FULL;;;;;;;;;;;;;;;;;;;;;;;;;
;4;2;6008;FLXR86;A. LUCO;;FULL;;;;;;FULL;;;;;;;BARRIDO/MOPA;FULL;;;BARRIDO/MOPA;;;;BARRIDO/MOPA;;FULL;;;BARRIDO;;
;4;2;6009;FLXR87;A. LUCO;FULL;;;FULL;;;;;;;;;;;;;;;;;;;FULL;;FULL;;;BARRIDO;;
;3;3;6010;FLXR88;A. LUCO;;FULL;;;;;;FULL;;;FULL;;;;;;;;;;;;;;;;;;;
;5;1;6011;FLXR89;A. LUCO;;;;;FULL;;;;;;;FULL;;;;FULL;;BARRIDO/MOPA;;BARRIDO/MOPA;;FULL;;;;FULL;;BARRIDO;;
;3;1;6012;FLXR90;A. LUCO;FULL;;;;;;;;;;;;;;;FULL;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;FULL;;;BARRIDO;;
;5;3;6013;FLXR91;A. LUCO;FULL;;;FULL;FULL;;;;;;;;;;;FULL;;BARRIDO/MOPA;;;;;;FULL;;;;;;
;7;3;6014;FLXR92;A. LUCO;;FULL;;;;;;FULL;;;FULL;;;;;FULL;;BARRIDO/MOPA;;;;FULL;;;FULL;FULL;;BARRIDO;;
;3;1;6015;FLXR93;A. LUCO;;;;;;;;;;FULL;;FULL;;;;;;BARRIDO/MOPA;;;;;FULL;;;;;BARRIDO/MOPA;;
;2;1;6016;FLXR73;A. LUCO;;;;FULL;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO/MOPA;;FULL;;;;;;BARRIDO;;
;6;5;6017;FLXR74;A. LUCO;FULL;FULL;;FULL;FULL;;;FULL;;;;;;;;;;;FULL;;;;BARRIDO/MOPA;;;;;;;
;5;3;6018;FLXR75;A. LUCO;;FULL;;;;;;FULL;;;FULL;;;;;FULL;;;;;;;;FULL;;;;BARRIDO;;
;3;0;6019;FLXR76;A. LUCO;;;;;;;;;;;;FULL;;;;;;;;;;;FULL;FULL;;;;BARRIDO;;
;4;2;6093;SHCW61;A. LUCO;FULL;;;;FULL;;;;;;;;;;;FULL;;;;;;;;FULL;;;;;;
;3;2;6096;SHCW64;A. LUCO;;;;FULL;FULL;;;;;;;;;;;;;;;;;;;;;FULL;;BARRIDO;;
;5;3;6101;SHCW71;A. LUCO;;FULL;;;;;;FULL;;;FULL;;;;FULL;;BARRIDO/MOPA;;;;;FULL;;;;;;BARRIDO;;
;3;1;6104;SHCW75;A. LUCO;;;FULL;;;;;;;;;FULL;;;;;;;;;;;;FULL;;;;BARRIDO;;
;1;1;6105;SHCW76;A. LUCO;;;;FULL;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;
;6;4;6106;SHCW77;A. LUCO;;FULL;;;FULL;;;FULL;;;FULL;;;;;;;;;;;FULL;FULL;;;;;BARRIDO;;
;4;2;6108;SHCW79;A. LUCO;FULL;;;;;;;;;;FULL;FULL;;;;;;;;;;;;FULL;;;;BARRIDO;;
;4;1;6111;SHCX26;A. LUCO;;;FULL;;;;;;;;;FULL;;;;FULL;;;;;;FULL;BARRIDO/MOPA;;;;;;;
;4;1;6112;SHCX27;A. LUCO;;;;;FULL;;;;;;;;;;FULL;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;FULL;;;FULL;BARRIDO;;
;3;0;6114;SHCX29;A. LUCO;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;FULL;;;;FULL;;;FULL;;BARRIDO;;
;5;2;6115;SHCX30;A. LUCO;;;;FULL;;;;;;;FULL;;;;FULL;;;BARRIDO/MOPA;FULL;;;;;;;FULL;;BARRIDO;;
;5;3;6116;SHCX31;A. LUCO;;FULL;FULL;;;;;FULL;;;;FULL;;;;;;;;;;;FULL;;;;;BARRIDO;;
;3;0;6119;SHCX34;A. LUCO;;;;;;;;;;;;;;;;;;;;FULL;;;;;FULL;;FULL;BARRIDO;;
;3;1;6120;SHCX35;A. LUCO;;;FULL;;;;;;;;;;;;FULL;;;;;;;;;FULL;;;;;;
;3;1;6122;SHXD87;A. LUCO;;;;;FULL;;;;;;;;;;FULL;;;;;;;;;;FULL;;;;;
;2;0;6124;SHXD90;A. LUCO;;;;;;;;;;;;;;;;;FULL;;;;;FULL;;;;;;BARRIDO;;
;3;0;6125;SHXD91;A. LUCO;;;;;;;;;;;;;;;;;FULL;;;FULL;;;;;FULL;;;BARRIDO;;
;2;1;6127;SHXD93;A. LUCO;;;FULL;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;FULL;;BARRIDO;;
;1;0;6128;SHXD94;A. LUCO;;;;;;;;;;;;;;;;;;;;;;FULL;;;;;;BARRIDO;;
;3;0;6129;SHXD95;A. LUCO;;;;;;;;;;;;;;;;;FULL;;;FULL;;;;;;FULL;;;;
;3;1;6130;SHXF21;A. LUCO;;;FULL;;;;;;;;;;;;FULL;;;FULL;;;;;;;;;;BARRIDO;;
;2;1;6131;SHXF42;A. LUCO;;;FULL;;;;;;;;;;;;;;FULL;;;;;;;;;;;BARRIDO;;
;3;0;6132;SHXF43;A. LUCO;;;;;;;;;;;;;;;;;;;FULL;;;;;;FULL;;FULL;BARRIDO;;
;2;0;6133;SHXF44;A. LUCO;;;;;;;;;;;;;;;FULL;;;BARRIDO/MOPA;;;;;;;;;;FULL;;
;3;0;6134;SHXG18;A. LUCO;;;;;;;;;;;;;;;;;;FULL;;FULL;;;;FULL;;;;BARRIDO;;
;2;1;6135;SHXG90;A. LUCO;;;FULL;;;;;;;;;;;;;;;;FULL;;;;;;;;;;;
;1;0;6136;SHXG91;A. LUCO;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;FULL;;;;;;;;
;1;1;6139;SHXG94;A. LUCO;;FULL;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;
;2;1;6141;SJPC31;A. LUCO;;;FULL;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;FULL;;;;;BARRIDO;;
;4;0;6142;SJPC33;A. LUCO;;;;;;;;;;;;;;;FULL;;;;;FULL;;;FULL;;;;FULL;BARRIDO;;
;2;0;6143;SJPC34;A. LUCO;;;;;;;;;;;;;;;;;;;FULL;FULL;;;;;;;;BARRIDO;;
;3;0;6153;SKPP55;A. LUCO;;;;;;;;;;;;;;;FULL;;FULL;;;;;;FULL;;;;;;;
;2;0;6155;SHXD86;A. LUCO;;;;;;;;;;;;;;;;;;;;;;;;;FULL;;FULL;BARRIDO;;
;2;0;6156;SHXF20;A. LUCO;;;;;;;;;;;;;;;;;;;;;;FULL;;;;;FULL;BARRIDO;;
;3;2;6157;SHXF41;A. LUCO;;;FULL;;;;;FULL;;;;;;;;;;;;;;;;FULL;;;;;;
;1;0;6160;SKPH71;A. LUCO;;;;;;;;;;;;;;;;;;;;;;;;FULL;;;;;;
;;;SANTA MARTA;;FULL;8;5;6;4;6;0;0;2;7;8;10;8;0;0;0;0;0;6;6;9;8;6;3;3;5;2;8;8;0;0
;;;;;EXTERNO/EXPRESS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;5;0;0;0;0;0;0;0;0;0;0;0
;;;;;BARRIDO/MOPA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;13;37;20;23;1;4;15;5;14;35;8;0;0
;;;;;TOTAL;8;5;6;4;6;0;0;2;7;8;10;8;0;0;0;0;2;42;48;29;31;7;7;18;10;16;43;16;0;0
;1;0;1006;SHCY36;STA MARTA;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;FULL;BARRIDO;;;;;;;
;0;0;1007;SHCY37;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO;;BARRIDO/MOPA;BARRIDO;BARRIDO/MOPA;BARRIDO/MOPA;;;
;0;0;1014;SHCY51;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;BARRIDO;BARRIDO;;BARRIDO;;BARRIDO/MOPA;;;
;0;0;1016;SHCY16;STA MARTA;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO;BARRIDO;;;;;;;
;0;0;1017;SHCY35;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO/MOPA;;BARRIDO;BARRIDO;BARRIDO;;BARRIDO/MOPA;;;
;1;1;1024;SHCX43;STA MARTA;FULL;;;;;;;;;;;;;;;;;;;;;BARRIDO;BARRIDO;;BARRIDO;;BARRIDO/MOPA;;;
;1;1;1025;SHCY59;STA MARTA;FULL;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;;;;BARRIDO;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
;1;1;1026;SHCX54;STA MARTA;FULL;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;BARRIDO;;;BARRIDO/MOPA;;
;1;1;1027;SHCY58;STA MARTA;FULL;;;;;;;;;;;;;;;;;;;;;BARRIDO;BARRIDO;BARRIDO;BARRIDO;;BARRIDO/MOPA;;;
;1;0;1030;SHXF23;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;FULL;;;;;;;
;1;1;1031;SHCY64;STA MARTA;;;FULL;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO;;BARRIDO;BARRIDO;;;BARRIDO/MOPA;;
;1;1;1032;SHCY57;STA MARTA;;;;;FULL;;;;;;;;;;;;;;;;;BARRIDO;BARRIDO;BARRIDO/MOPA;BARRIDO;;BARRIDO/MOPA;;;
;0;0;1033;SHXF45;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;;;BARRIDO;BARRIDO;;;BARRIDO/MOPA;BARRIDO/MOPA;;;
;1;1;1034;SHXF19;STA MARTA;FULL;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO;;BARRIDO/MOPA;;;BARRIDO/MOPA;;;
;1;0;1035;SJPB20;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;BARRIDO/MOPA;;BARRIDO;BARRIDO;FULL;;BARRIDO/MOPA;;;;
;2;0;1036;SJPC30;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;FULL;FULL;;;;;;
;5;2;2000;FLXS43;STA MARTA;;;;;FULL;;;;;;FULL;;;;;;;;FULL;FULL;;BARRIDO;BARRIDO;BARRIDO;FULL;;;BARRIDO;;
;5;3;2001;FLXS44;STA MARTA;FULL;;FULL;;;;;;;;FULL;;;;;;;EXTERNO/EXPRESS;;;BARRIDO/MOPA;FULL;;;;BARRIDO/MOPA;FULL;;;
;2;1;2002;FLXS45;STA MARTA;FULL;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;;;;;FULL;;;
;3;2;2003;FLXS46;STA MARTA;FULL;FULL;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO;;FULL;BARRIDO/MOPA;;;;;;;;
;1;0;2004;FLXS47;STA MARTA;;;;;;;;;;;;;;;;;;;;;FULL;;;;;;;;;
;1;0;2005;FLXS48;STA MARTA;;;;;;;;;;;;;;;;;;;;;;BARRIDO;BARRIDO;BARRIDO;;;FULL;;;
;1;0;2006;FLXS49;STA MARTA;;;;;;;;;;;;;;;;;;;;;FULL;;BARRIDO;;;;;;;
;2;0;2007;FLXS50;STA MARTA;;;;;;;;;;;;;;;;;;FULL;BARRIDO;;;;;;;BARRIDO/MOPA;FULL;;;
;1;0;2008;FLXS51;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;BARRIDO;;FULL;;;
;2;1;2009;FLXS52;STA MARTA;;FULL;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO;BARRIDO;;;;FULL;;;
;1;0;2010;FLXS53;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;;;;;;FULL;BARRIDO;;
;2;0;2011;FLXS54;STA MARTA;;;;;;;;;;;;;;;;;;;FULL;;FULL;BARRIDO;;;;;;;;
;1;0;2012;FLXS55;STA MARTA;;;;;;;;;;;;;;;;;;;;FULL;;;;;;;;BARRIDO;;
;1;0;2013;FLXS56;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;FULL;BARRIDO;;
;2;0;2014;FLXS57;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;FULL;;;FULL;;
;0;0;2015;FLXS58;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;BARRIDO/MOPA;;;;;
;2;0;2016;FLXS59;STA MARTA;;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;;;FULL;;;FULL;;
;0;0;2017;FLXS60;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1;0;2018;FLXS61;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;FULL;;
;0;0;2019;FLXS62;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1;0;2020;FLXS63;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;FULL;;;BARRIDO;;;;;;;
;2;1;2021;FLXP83;STA MARTA;;;FULL;;;;;;;;;;;;;;;;;;FULL;BARRIDO;;;;BARRIDO/MOPA;;;;
;1;0;2022;FLXP84;STA MARTA;;;;;;;;;;;;;;;;;;;;FULL;;BARRIDO;;;;;;BARRIDO;;
;3;1;2023;FLXP85;STA MARTA;;;;;;;;FULL;;;;;;;;;;;;BARRIDO/MOPA;FULL;FULL;;;;;;BARRIDO;;
;1;0;2024;FLXP86;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO;;;;FULL;;
;2;1;2025;FLXP87;STA MARTA;;;;;FULL;;;;;;;;;;;;;;BARRIDO/MOPA;FULL;;;;;;;;;;
;1;0;2026;FLXP66;STA MARTA;;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;FULL;;;;;;BARRIDO/MOPA;;;
;0;0;2027;FLXP67;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1;0;2028;FLXP68;STA MARTA;;;;;;;;;;;;;;;;;;;;;FULL;;;;;;;;;
;1;0;2029;FLXP69;STA MARTA;;;;;;;;;;;;;;;;;;FULL;;;;;;;;BARRIDO/MOPA;;;;
;2;0;2030;FLXP70;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;FULL;;BARRIDO;;;;;;FULL;;
;1;0;2031;FLXP71;STA MARTA;;;;;;;;;;;;;;;;;;;;FULL;;;;;;;;;;
;2;1;2032;FLXP72;STA MARTA;;;;FULL;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;;;;;;FULL;;
;1;0;2033;FLXP73;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;EXTERNO/EXPRESS;;;;;;;;;FULL;;
;1;1;2034;FLXP75;STA MARTA;;;;;;;;;FULL;;;;;;;;;;;;;;;;;;;;;
;0;0;2035;FLXP76;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2;1;2036;FLXP77;STA MARTA;;;;;;;;;FULL;;;;;;;;;;;FULL;;BARRIDO;;;;;;;;
;1;0;2037;FLXP78;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;FULL;;;;;;;;;;
;3;2;2038;FLXP79;STA MARTA;;;;;;;;;;FULL;FULL;;;;;;;;barrido;;;;;;FULL;;;;;
;3;2;2039;FLXP80;STA MARTA;;;;;;;;;FULL;;FULL;;;;;;;;;;;BARRIDO;;;;;;FULL;;
;1;1;2040;FLXP81;STA MARTA;;;;;;;;;;;FULL;;;;;;;;;;;;;;;;;;;
;1;1;2041;FLXP82;STA MARTA;;;;;;;;;;;FULL;;;;;;;;;;;;;;;;;;;
;3;3;2044;LXDH86;STA MARTA;;FULL;;;;;;;FULL;;FULL;;;;;;;;BARRIDO;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO;;;;;BARRIDO/MOPA;;;
;1;0;2045;LXDH87;STA MARTA;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;FULL;BARRIDO/MOPA;;;;
;2;1;2047;LXDH89;STA MARTA;;;;;;;;;;FULL;;;;;;;;;;;BARRIDO/MOPA;;FULL;;;;;;;
;2;1;2048;LXDH90;STA MARTA;;;;;;;;;FULL;;;;;;;;;FULL;BARRIDO/MOPA;;;;;;BARRIDO;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;
;2;2;2049;LXDH91;STA MARTA;;;FULL;;;;;;;;FULL;;;;;;;;;;BARRIDO/MOPA;BARRIDO;;;;;BARRIDO/MOPA;;;
;0;0;2050;LXDH92;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;1;1;2051;LXDH93;STA MARTA;;;;;;;;;FULL;;;;;;;;;;;BARRIDO/MOPA;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;
;0;0;2052;LXDH94;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;3;3;2053;LXDH95;STA MARTA;;;;;;;;;FULL;FULL;FULL;;;;;;;;;;;;;;;;;;;
;0;0;2054;LXDH96;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;;
;0;0;2057;LXDH99;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;0;0;2058;LXDJ10;STA MARTA;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;
;1;1;2059;LXDJ11;STA MARTA;;;;;;;;;;;FULL;;;;;;;;;;;;BARRIDO;;BARRIDO;;BARRIDO/MOPA;;;
;2;1;2060;LXDJ12;STA MARTA;;;;;FULL;;;;;;;;;;;;;;;;BARRIDO/MOPA;FULL;;;;;BARRIDO/MOPA;;;
;1;0;2061;LXDJ13;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;FULL;BARRIDO/MOPA;BARRIDO/MOPA;;;;
;1;1;2062;LXDJ14;STA MARTA;;;;;;;;;;FULL;;;;;;;;;;;;;;;BARRIDO;;;;;
;1;1;2063;LXDJ15;STA MARTA;;;FULL;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO;;;;;BARRIDO/MOPA;;;
;1;0;2067;LXDJ19;STA MARTA;;;;;;;;;;;;;;;;;;FULL;;;BARRIDO/MOPA;;BARRIDO/MOPA;;;;BARRIDO/MOPA;;;
;0;0;2068;LXDJ20;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;
;0;0;2069;LXDJ21;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO;;BARRIDO/MOPA;BARRIDO;;BARRIDO;BARRIDO/MOPA;;BARRIDO/MOPA;;;
;0;0;2072;LXDJ24;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2;0;2073;LXDJ25;STA MARTA;;;;;;;;;;;;;;;;;;;;;;FULL;;;;FULL;BARRIDO/MOPA;BARRIDO/MOPA;;
;0;0;3052;STGZ28;STA MARTA;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO;;;;;;;;
;0;0;3053;STGZ62;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;BARRIDO;;;;;
;1;1;3054;STGZ85;STA MARTA;;;;;;;;;;FULL;;;;;;;;;BARRIDO/MOPA;;;BARRIDO;BARRIDO;;BARRIDO;;;;;
;0;0;3055;STHB12;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;;;;BARRIDO;;;BARRIDO/MOPA;;;
;1;1;3056;STHB21;STA MARTA;;;;FULL;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;;BARRIDO;;;;BARRIDO/MOPA;;;
;1;0;3057;STHB29;STA MARTA;;;;;;;;;;;;;;;;;;FULL;;;;;;;;;;;;
;0;0;3058;STHB36;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO/MOPA;;;
;0;0;3060;STHB62;STA MARTA;;;;;;;;;;;;;;;;;;;;;;BARRIDO;BARRIDO/MOPA;;;;;;;
;2;2;3061;STHC45;STA MARTA;;FULL;;;;;;;;FULL;;;;;;;;;BARRIDO/MOPA;;;;;;;;BARRIDO/MOPA;;;
;0;0;3062;STHC51;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;
;0;0;3063;STHC54;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO;BARRIDO;BARRIDO/MOPA;BARRIDO;;;;;
;0;0;3064;STHC69;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;BARRIDO;;BARRIDO/MOPA;;;BARRIDO/MOPA;;;
