INTERNO;INTERNO;TERMINAL;21-Oct;22-Oct;23-Oct;24-Oct;25-Oct;26-Oct;27-Oct;28-Oct;29-Oct;30-Oct;31-Oct;1-Nov;2-Nov;3-Nov;4-Nov;5-Nov;6-Nov;7-Nov;8-Nov;9-Nov;10-Nov;11-Nov;12-Nov;13-Nov;14-Nov;15-Nov;16-Nov;17-Nov;18-Nov;19-Nov
6116;SHCX31;A. LUCO;;FULL;FULL;;;;;FULL;;;;FULL;;;;;;;;;;;FULL;;;;;BARRIDO;;
6119;SHCX34;A. LUCO;;;;;;;;;;;;;;;;;;;;FULL;;;;;FULL;;FULL;BARRIDO;;
6120;SHCX35;A. LUCO;;;FULL;;;;;;;;;;;;FULL;;;;;;;;;FULL;;;;;;
6122;SHXD87;A. LUCO;;;;;FULL;;;;;;;;;;FULL;;;;;;;;;;FULL;;;;;
6124;SHXD90;A. LUCO;;;;;;;;;;;;;;;;;FULL;;;;;FULL;;;;;;BARRIDO;;
6125;SHXD91;A. LUCO;;;;;;;;;;;;;;;;;FULL;;;FULL;;;;;FULL;;;BARRIDO;;
6127;SHXD93;A. LUCO;;;FULL;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;FULL;;BARRIDO;;
6128;SHXD94;A. LUCO;;;;;;;;;;;;;;;;;;;;;;FULL;;;;;;BARRIDO;;
6129;SHXD95;A. LUCO;;;;;;;;;;;;;;;;;FULL;;;FULL;;;;;;FULL;;;;
6130;SHXF21;A. LUCO;;;FULL;;;;;;;;;;;;FULL;;;FULL;;;;;;;;;;BARRIDO;;
6131;SHXF42;A. LUCO;;;FULL;;;;;;;;;;;;;;FULL;;;;;;;;;;;BARRIDO;;
6132;SHXF43;A. LUCO;;;;;;;;;;;;;;;;;;;FULL;;;;;;FULL;;FULL;BARRIDO;;
6133;SHXF44;A. LUCO;;;;;;;;;;;;;;;FULL;;;BARRIDO/MOPA;;;;;;;;;;FULL;;
6134;SHXG18;A. LUCO;;;;;;;;;;;;;;;;;;FULL;;FULL;;;;FULL;;;;BARRIDO;;
6135;SHXG90;A. LUCO;;;FULL;;;;;;;;;;;;;;;;FULL;;;;;;;;;;;
6136;SHXG91;A. LUCO;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;FULL;;;;;;;;
6139;SHXG94;A. LUCO;;FULL;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;
6141;SJPC31;A. LUCO;;;FULL;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;FULL;;;;;BARRIDO;;
6142;SJPC33;A. LUCO;;;;;;;;;;;;;;;FULL;;;;;FULL;;;FULL;;;;FULL;BARRIDO;;
6143;SJPC34;A. LUCO;;;;;;;;;;;;;;;;;;;FULL;FULL;;;;;;;;BARRIDO;;
6153;SKPP55;A. LUCO;;;;;;;;;;;;;;;FULL;;FULL;;;;;;FULL;;;;;;;
6155;SHXD86;A. LUCO;;;;;;;;;;;;;;;;;;;;;;;;;FULL;;FULL;BARRIDO;;
6156;SHXF20;A. LUCO;;;;;;;;;;;;;;;;;;;;;;FULL;;;;;FULL;BARRIDO;;
6157;SHXF41;A. LUCO;;;FULL;;;;;FULL;;;;;;;;;;;;;;;;FULL;;;;;;
6160;SKPH71;A. LUCO;;;;;;;;;;;;;;;;;;;;;;;;FULL;;;;;;
1006;SHCY36;STA MARTA;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;FULL;BARRIDO;;;;;;;
1007;SHCY37;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO;;BARRIDO/MOPA;BARRIDO;BARRIDO/MOPA;BARRIDO/MOPA;;;
1014;SHCY51;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;BARRIDO;BARRIDO;;BARRIDO;;BARRIDO/MOPA;;;
1016;SHCY16;STA MARTA;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO;BARRIDO;;;;;;;
1017;SHCY35;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO/MOPA;;BARRIDO;BARRIDO;BARRIDO;;BARRIDO/MOPA;;;
1024;SHCX43;STA MARTA;FULL;;;;;;;;;;;;;;;;;;;;;BARRIDO;BARRIDO;;BARRIDO;;BARRIDO/MOPA;;;
1025;SHCY59;STA MARTA;FULL;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;;;;BARRIDO;;;BARRIDO/MOPA;;BARRIDO/MOPA;;
1026;SHCX54;STA MARTA;FULL;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;BARRIDO;;;BARRIDO/MOPA;;
1027;SHCY58;STA MARTA;FULL;;;;;;;;;;;;;;;;;;;;;BARRIDO;BARRIDO;BARRIDO;BARRIDO;;BARRIDO/MOPA;;;
1030;SHXF23;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;FULL;;;;;;;
1031;SHCY64;STA MARTA;;;FULL;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO;;BARRIDO;BARRIDO;;;BARRIDO/MOPA;;
1032;SHCY57;STA MARTA;;;;;FULL;;;;;;;;;;;;;;;;;BARRIDO;BARRIDO;BARRIDO/MOPA;BARRIDO;;BARRIDO/MOPA;;;
1033;SHXF45;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;;;BARRIDO;BARRIDO;;;BARRIDO/MOPA;BARRIDO/MOPA;;;
1034;SHXF19;STA MARTA;FULL;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO;;BARRIDO/MOPA;;;BARRIDO/MOPA;;;
1035;SJPB20;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;BARRIDO/MOPA;;BARRIDO;BARRIDO;FULL;;BARRIDO/MOPA;;;;
1036;SJPC30;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;FULL;FULL;;;;;;
2000;FLXS43;STA MARTA;;;;;FULL;;;;;;FULL;;;;;;;;FULL;FULL;;BARRIDO;BARRIDO;BARRIDO;FULL;;;BARRIDO;;
2001;FLXS44;STA MARTA;FULL;;FULL;;;;;;;;FULL;;;;;;;EXTERNO/EXPRESS;;;BARRIDO/MOPA;FULL;;;;BARRIDO/MOPA;FULL;;;
2002;FLXS45;STA MARTA;FULL;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;;;;;FULL;;;
2003;FLXS46;STA MARTA;FULL;FULL;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO;;FULL;BARRIDO/MOPA;;;;;;;;
2004;FLXS47;STA MARTA;;;;;;;;;;;;;;;;;;;;;FULL;;;;;;;;;
2005;FLXS48;STA MARTA;;;;;;;;;;;;;;;;;;;;;;BARRIDO;BARRIDO;BARRIDO;;;FULL;;;
2006;FLXS49;STA MARTA;;;;;;;;;;;;;;;;;;;;;FULL;;BARRIDO;;;;;;;
2007;FLXS50;STA MARTA;;;;;;;;;;;;;;;;;;FULL;BARRIDO;;;;;;;BARRIDO/MOPA;FULL;;;
2008;FLXS51;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;BARRIDO;;FULL;;;
2009;FLXS52;STA MARTA;;FULL;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO;BARRIDO;;;;FULL;;;
2010;FLXS53;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;;;;;;FULL;BARRIDO;;
2011;FLXS54;STA MARTA;;;;;;;;;;;;;;;;;;;FULL;;FULL;BARRIDO;;;;;;;;
2012;FLXS55;STA MARTA;;;;;;;;;;;;;;;;;;;;FULL;;;;;;;;BARRIDO;;
2013;FLXS56;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;FULL;BARRIDO;;
2014;FLXS57;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;FULL;;;FULL;;
2015;FLXS58;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;BARRIDO/MOPA;;;;;
2016;FLXS59;STA MARTA;;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;;;FULL;;;FULL;;
2017;FLXS60;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;FLXS61;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;FULL;;
2019;FLXS62;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2020;FLXS63;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;FULL;;;BARRIDO;;;;;;;
2021;FLXP83;STA MARTA;;;FULL;;;;;;;;;;;;;;;;;;FULL;BARRIDO;;;;BARRIDO/MOPA;;;;
2022;FLXP84;STA MARTA;;;;;;;;;;;;;;;;;;;;FULL;;BARRIDO;;;;;;BARRIDO;;
2023;FLXP85;STA MARTA;;;;;;;;FULL;;;;;;;;;;;;BARRIDO/MOPA;FULL;FULL;;;;;;BARRIDO;;
2024;FLXP86;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO;;;;FULL;;
2025;FLXP87;STA MARTA;;;;;FULL;;;;;;;;;;;;;;BARRIDO/MOPA;FULL;;;;;;;;;;
2026;FLXP66;STA MARTA;;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;FULL;;;;;;BARRIDO/MOPA;;;
2027;FLXP67;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2028;FLXP68;STA MARTA;;;;;;;;;;;;;;;;;;;;;FULL;;;;;;;;;
2029;FLXP69;STA MARTA;;;;;;;;;;;;;;;;;;FULL;;;;;;;;BARRIDO/MOPA;;;;
2030;FLXP70;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;FULL;;BARRIDO;;;;;;FULL;;
2031;FLXP71;STA MARTA;;;;;;;;;;;;;;;;;;;;FULL;;;;;;;;;;
2032;FLXP72;STA MARTA;;;;FULL;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;;;;;;FULL;;
2033;FLXP73;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;EXTERNO/EXPRESS;;;;;;;;;FULL;;
2034;FLXP75;STA MARTA;;;;;;;;;FULL;;;;;;;;;;;;;;;;;;;;;
2035;FLXP76;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2036;FLXP77;STA MARTA;;;;;;;;;FULL;;;;;;;;;;;FULL;;BARRIDO;;;;;;;;
2037;FLXP78;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;FULL;;;;;;;;;;
2038;FLXP79;STA MARTA;;;;;;;;;;FULL;FULL;;;;;;;;barrido;;;;;;FULL;;;;;
2039;FLXP80;STA MARTA;;;;;;;;;FULL;;FULL;;;;;;;;;;;BARRIDO;;;;;;FULL;;
2040;FLXP81;STA MARTA;;;;;;;;;;;FULL;;;;;;;;;;;;;;;;;;;
2041;FLXP82;STA MARTA;;;;;;;;;;;FULL;;;;;;;;;;;;;;;;;;;
2044;LXDH86;STA MARTA;;FULL;;;;;;;FULL;;FULL;;;;;;;;BARRIDO;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO;;;;;BARRIDO/MOPA;;;
2045;LXDH87;STA MARTA;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;FULL;BARRIDO/MOPA;;;;
2047;LXDH89;STA MARTA;;;;;;;;;;FULL;;;;;;;;;;;BARRIDO/MOPA;;FULL;;;;;;;
2048;LXDH90;STA MARTA;;;;;;;;;FULL;;;;;;;;;FULL;BARRIDO/MOPA;;;;;;BARRIDO;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;
2049;LXDH91;STA MARTA;;;FULL;;;;;;;;FULL;;;;;;;;;;BARRIDO/MOPA;BARRIDO;;;;;BARRIDO/MOPA;;;
2050;LXDH92;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2051;LXDH93;STA MARTA;;;;;;;;;FULL;;;;;;;;;;;BARRIDO/MOPA;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;
2052;LXDH94;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2053;LXDH95;STA MARTA;;;;;;;;;FULL;FULL;FULL;;;;;;;;;;;;;;;;;;;
2054;LXDH96;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO;;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;;
2057;LXDH99;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2058;LXDJ10;STA MARTA;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;
2059;LXDJ11;STA MARTA;;;;;;;;;;;FULL;;;;;;;;;;;;BARRIDO;;BARRIDO;;BARRIDO/MOPA;;;
2060;LXDJ12;STA MARTA;;;;;FULL;;;;;;;;;;;;;;;;BARRIDO/MOPA;FULL;;;;;BARRIDO/MOPA;;;
2061;LXDJ13;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;FULL;BARRIDO/MOPA;BARRIDO/MOPA;;;;
2062;LXDJ14;STA MARTA;;;;;;;;;;FULL;;;;;;;;;;;;;;;BARRIDO;;;;;
2063;LXDJ15;STA MARTA;;;FULL;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO;;;;;BARRIDO/MOPA;;;
2067;LXDJ19;STA MARTA;;;;;;;;;;;;;;;;;;FULL;;;BARRIDO/MOPA;;BARRIDO/MOPA;;;;BARRIDO/MOPA;;;
2068;LXDJ20;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;
2069;LXDJ21;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO;;BARRIDO/MOPA;BARRIDO;;BARRIDO;BARRIDO/MOPA;;BARRIDO/MOPA;;;
2072;LXDJ24;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2073;LXDJ25;STA MARTA;;;;;;;;;;;;;;;;;;;;;;FULL;;;;FULL;BARRIDO/MOPA;BARRIDO/MOPA;;
3052;STGZ28;STA MARTA;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO;;;;;;;;
3053;STGZ62;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;BARRIDO;;;;;
3054;STGZ85;STA MARTA;;;;;;;;;;FULL;;;;;;;;;BARRIDO/MOPA;;;BARRIDO;BARRIDO;;BARRIDO;;;;;
3055;STHB12;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;;;;BARRIDO;;;BARRIDO/MOPA;;;
3056;STHB21;STA MARTA;;;;FULL;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;;;BARRIDO;;;;BARRIDO/MOPA;;;
3057;STHB29;STA MARTA;;;;;;;;;;;;;;;;;;FULL;;;;;;;;;;;;
3058;STHB36;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO/MOPA;;;
3060;STHB62;STA MARTA;;;;;;;;;;;;;;;;;;;;;;BARRIDO;BARRIDO/MOPA;;;;;;;
3061;STHC45;STA MARTA;;FULL;;;;;;;;FULL;;;;;;;;;BARRIDO/MOPA;;;;;;;;BARRIDO/MOPA;;;
3062;STHC51;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;
3063;STHC54;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO;BARRIDO;BARRIDO/MOPA;BARRIDO;;;;;
3064;STHC69;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;BARRIDO;;BARRIDO/MOPA;;;BARRIDO/MOPA;;;
3073;STHF31;STA MARTA;;;;;;;;;;FULL;;;;;;;;;FULL;;;;;;;;;;;
3078;STHF54;STA MARTA;;;;;;;;;;;;;;;;;;;;;;BARRIDO;BARRIDO;BARRIDO/MOPA;;;;;;
3080;STHF70;STA MARTA;;;;;;;;;;FULL;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO;BARRIDO;;;;;;;
3082;STHF77;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;BARRIDO;BARRIDO/MOPA;;;;
3083;STHF78;STA MARTA;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;BARRIDO/MOPA;;;BARRIDO/MOPA;;;
3084;STHF82;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;;
3085;STHF84;STA MARTA;;;FULL;;;;;;;;;;;;;;;BARRIDO/MOPA;FULL;;;;;;;;;;;
3086;STHF88;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;;;;;;
3087;STHJ61;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;;;;BARRIDO/MOPA;;;
3088;STHJ68;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;;;BARRIDO/MOPA;;;
3089;STHJ72;STA MARTA;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;;
3090;STHJ74;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;
3091;STHJ81;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3092;STHJ86;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO;;BARRIDO;;;;;;
3093;STHJ89;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO;;;;;;;;
3094;STHJ98;STA MARTA;;;;;FULL;;;;;;;;;;;;;;;;;;;;;FULL;;;;
3095;STHJ99;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO;;BARRIDO/MOPA;;;;;;;;;
3096;STHK10;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;BARRIDO;BARRIDO;;;BARRIDO/MOPA;BARRIDO/MOPA;;;
3097;STHK12;STA MARTA;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;BARRIDO;BARRIDO;;;;;
3098;STHK13;STA MARTA;;;;;;;;;;;;FULL;;;;;;EXTERNO/EXPRESS;;;;;;;;;;;;
3099;STHK20;STA MARTA;;;;;;;;;;;;FULL;;;;;;EXTERNO/EXPRESS;;;BARRIDO/MOPA;;;;;;;;;
3100;STHK27;STA MARTA;;;;;;;;;;;;FULL;;;;;;;;;BARRIDO/MOPA;BARRIDO;;;BARRIDO;;;;;
3101;STHK28;STA MARTA;;;;;;;;;;;;FULL;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO;;;;;;
3102;STHK36;STA MARTA;;;;;;;;;;;;;;;;;;FULL;;;;;;;;;;;;
3103;STHK38;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3104;STHK39;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO;BARRIDO/MOPA;;;;;BARRIDO/MOPA;;
3105;STHK53;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;;;;;;;;;;;
3106;STHK62;STA MARTA;;;;;;;;;;;;FULL;;;;;;;BARRIDO/MOPA;;;;;BARRIDO/MOPA;;;BARRIDO/MOPA;;;
3107;STHK69;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;;;BARRIDO/MOPA;;;;;;
3108;STHK70;STA MARTA;;FULL;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;
3109;STHL11;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;BARRIDO;;BARRIDO;BARRIDO;;;;;
3110;STHL27;STA MARTA;;;;;;;;;;;;FULL;;;;;;;barrido;;;FULL;BARRIDO;BARRIDO;BARRIDO;;;;;
3111;STHL29;STA MARTA;;;;;;;;;;;;FULL;;;;;;;;;;BARRIDO;;;;;;;;
3112;STHL35;STA MARTA;;;;;FULL;;;;;;;FULL;;;;;BARRIDO/MOPA;EXTERNO/EXPRESS;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO;;;BARRIDO/MOPA;;;;;
3113;STHL42;STA MARTA;;;;FULL;;;;;;;;;;;;;;;;;;BARRIDO;;BARRIDO;;;;;;
3114;STHL46;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;BARRIDO/MOPA;;;;;;;;;
3115;STHL51;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;;;;;;;
3116;STHL95;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;;;BARRIDO;;BARRIDO;BARRIDO;BARRIDO/MOPA;;;;
3117;STHP12;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;;BARRIDO/MOPA;;;;;;;BARRIDO/MOPA;;;
3118;STHP52;STA MARTA;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;FULL;BARRIDO/MOPA;;;;;;;;;;
3119;STHP97;STA MARTA;;;;;;;;;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;;BARRIDO/MOPA;;BARRIDO;;;;BARRIDO/MOPA;;;
3120;STHR18;STA MARTA;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;;
3121;STHR23;STA MARTA;;;;;;;;;;;;;;;;;;;FULL;;;;;;BARRIDO;;BARRIDO/MOPA;;;
3122;STHR36;STA MARTA;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO/MOPA;BARRIDO;;BARRIDO/MOPA;;;;;;
3123;STHR46;STA MARTA;;;;FULL;;;;;;;;;;;;;;;;;BARRIDO/MOPA;BARRIDO;;;BARRIDO;;BARRIDO/MOPA;;;
3124;STHR60;STA MARTA;;;;;;;;FULL;;;;;;;;;;EXTERNO/EXPRESS;BARRIDO/MOPA;;;BARRIDO;BARRIDO;BARRIDO;;;;;;
3125;STHR72;STA MARTA;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;BARRIDO/MOPA;BARRIDO;;BARRIDO/MOPA;;;;;;
3126;STHR80;STA MARTA;;;;;;;;;;;;;;;;;;;;;;;;BARRIDO/MOPA;;;;;;
3036;;EL RETIRO;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;
3041;;EL RETIRO;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;
3071;;EL RETIRO;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;
3068;;EL RETIRO;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;
3059;;EL RETIRO;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;BARRIDO;;;;
3009;;EL RETIRO;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;BARRIDO;;;;;
3079;;EL RETIRO;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;
3072;;EL RETIRO;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;
3036;;EL RETIRO;;;;;;;;;;;;;;;;;;;;;;;BARRIDO;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
